,chainId,dexId,baseToken,baseTokenAddress,quoteToken,quoteTokenAddress,pairAddress,liquidity,priceNative,priceUsd
1269,aptos,animeswap,APT,0x1::aptos_coin::AptosCoin,USDC,0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC,animeswap-68,"{""usd"":60786,""base"":8273,""quote"":30393}",14.7025,14.7
1270,metis,hermesprotocol,m.USDT,0xbB06DCA3AE6887fAbF931640f67cab3e3a16F4dC,m.USDC,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,0xc7C7509D1A192F00C806A0793e5946aae7266D6a,"{""usd"":2531394,""base"":1380913,""quote"":1152638}",0.9993,0.9993
1271,kcc,mojitoswap,ETH,0xf55aF137A98607F7ED2eFEfA4cd2DfE70E4253b1,WKCS,0x4446Fc4eb47f2f6586f9fAAb68B3498F86C07521,0x1F1EC5bcb2cB2a892D34A85d3eCb4C7e167Ff630,"{""usd"":2390074,""base"":956.1,""quote"":180130}",187.2817,1624.06
1272,celo,ubeswap,WETH,0x66803FB87aBd4aaC3cbB3fAd7C3aa01f6F3FB207,CELO,0x471EcE3750Da237f93B8E339c536989b8978a438,0x5d60b9766530c4535BD753B1FDD7efEA400539BB,"{""usd"":154605.73102070374,""base"":61.92,""quote"":158649}",2030.8217,1618.0
1273,conflux,swappi,ETH,0xa47f43DE2f9623aCb395CA4905746496D2014d57,WCFX,0x14b2D3bC65e74DAE1030EAFd8ac30c533c976A9b,0x8ea70966e8F14337657BFF7f40cFB9648f79530b,"{""usd"":405760,""base"":163,""quote"":9033970}",25850.4059,1627.02
1274,ethereum,uniswap,OMI,0xeD35af169aF46a02eE13b9d79Eb57d6D68C1749e,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x71c1d309dea75C5A2feEa55dBEE68aAc6768c12E,"{""usd"":239047,""base"":190192230,""quote"":68.34}",5.879e-07,0.0009546
1275,ethereum,sushiswap,FTX Token,0x50D1c9771902476076eCFc8B2A83Ad6b9355a4c9,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7825dE5586E4d2FD04459091bbe783fa243E1bf3,"{""usd"":155250,""base"":76990,""quote"":66.55}",0.001165,1.89
1276,bsc,0xAb467B09A4ce8d57fD84c2D46Ff4cF666D8c1638,LBRD,0x84D8df3098243f5b30EbEdBb9F982F4095F1a426,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x00432763c1A4a0c9b669cb44179D9bC58663abf4,"{""usd"":2500361.7911998862,""base"":1522901,""quote"":4881.25}",0.002687,0.8736
1277,bsc,babyswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDC,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0xBF83cA11aBC62447226F6b3566918d3594bA3803,"{""usd"":475719.43306847184,""base"":928.98,""quote"":237860}",325.9735,325.97
1278,avalanche,traderjoe,BNB,0x264c1383EA520f73dd837F915ef3a732e204a493,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xeb8eB6300c53C3AddBb7382Ff6c6FbC4165B0742,"{""usd"":131520,""base"":257.2,""quote"":5698}",16.3173,326.03
1279,fantom,spookyswap,ALPACA,0xaD996A45fd2373ed0B10Efa4A8eCB9de445A4302,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xF66D2bf736c05723b62E833A5DD747E24855ff99,"{""usd"":97536.49960073207,""base"":194931,""quote"":224891}",0.5006,0.2802
1280,gnosischain,honeyswap,GNO,0x9C58BAcC331c9aa871AFD802DB6379a98e80CEdb,WXDAI,0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d,0x321704900D52F44180068cAA73778d5cD60695A6,"{""usd"":466124,""base"":2724,""quote"":233822}",116.5637,116.97
1281,gnosischain,swapr,GNO,0x9C58BAcC331c9aa871AFD802DB6379a98e80CEdb,WXDAI,0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d,0xD7b118271B1B7d26C9e044Fc927CA31DccB22a5a,"{""usd"":1106074,""base"":6469,""quote"":554840}",116.4629,116.86
1282,ethereum,uniswap,BYTES,0x7d647b1A0dcD5525e9C6B3D14BE58f27674f8c95,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3782a3425cd093D5cd0C5B684BE72641e199029c,"{""usd"":114047,""base"":18612,""quote"":41.03}",0.002291,3.72
1283,ethereum,uniswap,DENT,0x3597bfD533a99c9aa083587B074434E61Eb0A258,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8b6eD5Fa776F10787F1171bDEea4f3c40974DF6E,"{""usd"":73426,""base"":95658373,""quote"":6.898}",5.966e-07,0.0009753
1284,bsc,pancakeswap,MOONLIGHT,0xB1CeD2e320E3f4C8e3511B1DC59203303493F382,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xC183FCc9e1fab3ffDE97231C1Bdfbc0b9190b8B4,"{""usd"":538578.2270875828,""base"":100797464226950,""quote"":1051.83}",1.02e-11,3.32e-09
1285,bsc,pancakeswap,CATVILLS,0xa531a733070a5fF4866D1327d82e403Fa35290A6,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xD47f7B9452db24a2Be284cD9820E59F656888C7D,"{""usd"":83658.53580299026,""base"":29765595976837,""quote"":163.31}",3.117e-12,1.013e-09
1286,bsc,pancakeswap,TKO,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xFFd4B200d3C77A0B691B5562D804b3bd54294e6e,"{""usd"":217571.3632555398,""base"":482475,""quote"":424.89}",0.001079,0.3505
1287,bsc,biswap,DOT,0x7083609fCE4d1d8Dc0C979AAb8c869Ea2C873402,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xe7fbB8bd95322618e925affd84D7eC0E32DC0e57,"{""usd"":1235059.0895025723,""base"":135038,""quote"":2412.8}",0.02045,6.65
1288,fantom,spookyswap,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0x4dE9f0ED95de2461B6dB1660f908348c42893b1A,"{""usd"":1332720.6395996534,""base"":660200,""quote"":666360}",1.0109,1.01
1289,moonbeam,stellaswap,xcINTR,0xFffFFFFF4C1cbCd97597339702436d4F18a375Ab,WGLMR,0xAcc15dC74880C9944775448304B263D191c6077F,0xD3DFb90f7996a97f9f394E130342485e37DD28F7,"{""usd"":55199,""base"":1496468,""quote"":85745}",0.04918,0.02281
1290,oec,jswap,USDT,0x382bB369d343125BfB2117af9c149795C6C65C50,USDK,0xdCAC52E001f5bd413aa6ea83956438F29098166b,0x401B38543DD93a07c2D139B7d1cDb24A3C7df3c4,"{""usd"":183597.07517881802,""base"":91768,""quote"":91799}",0.9514,0.9514
1291,celo,ubeswap,cEUR,0xD8763CBa276a3738E6DE85b4b3bF5FDed6D6cA73,cUSD,0x765DE816845861e75A25fCA122bb6898B8B1282a,0xC2Fd7BD1C2A86b57F8dA0837D32AA9ca86Cc1d6b,"{""usd"":134662.993799663,""base"":64000,""quote"":67331}",1.079,1.07
1292,ethereum,uniswap,SHINJA,0x7DAc25b1A665e1c70F25F1fC37d88C99274984ed,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x57EBc28dF00ed93552aF8fd81439700A95647b8d,"{""usd"":740717,""base"":6568736647,""quote"":296.5}",7.075e-08,0.0001149
1293,bsc,pancakeswap,SDJT,0xBb368656efa67361b0063fE0F11cB08BD460246D,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x14A8cF3AB4fB96F668B26c0622eA6a9ff2167c61,"{""usd"":55877.67145558135,""base"":481614,""quote"":109.13}",0.0002203,0.07164
1294,moonbeam,stellaswap,USDC,0x931715FEE2d06333043d11F658C8CE934aC61D0c,WGLMR,0xAcc15dC74880C9944775448304B263D191c6077F,0x8CCBbcAF58f5422F6efD4034d8E8a3c9120ADf79,"{""usd"":3540530,""base"":1755088,""quote"":5574457}",2.1627,1.0
1295,polygon,kyberswap,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xD10F0C5c9937DFB93C2942729a2aAA362aDB0ccF,"{""usd"":220617.3145675791,""base"":13.89,""quote"":142329}",1359.6906,1630.47
1296,osmosis,osmosis,STRD,ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,OSMO,uosmo,806,"{""usd"":298167,""base"":806215,""quote"":210088}",0.3861,0.3895
1297,oec,okcswap,WOKT,0x8F8526dbfd6E38E3D8307702cA8469Bae6C56C15,USDT,0x382bB369d343125BfB2117af9c149795C6C65C50,0xf6BdA1dA6aB3c3f577e50Ba6E9127dfC2727c388,"{""usd"":726728.7465769891,""base"":13465,""quote"":363364}",31.7366,31.73
1298,bsc,0x1e895bFe59E3A5103e8B7dA3897d1F2391476f3c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDC,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0x5f5d385397095AaED4daffe336F9815AC598DFf5,"{""usd"":407270.99735558964,""base"":804.46,""quote"":203635}",323.753,323.75
1299,bsc,pancakeswap,METABT,0x11A1764C877837921eCA6F3f58cdBE9BcD4E9E5e,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x3F7c4e0D4c5449aB2b22289444c93B572f7F39c4,"{""usd"":51509.482735730904,""base"":1381135,""quote"":25911}",0.01174,0.01174
1300,bsc,pancakeswap,BNX,0x8C851d1a123Ff703BD1f9dabe631b69902Df5f97,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xB72723e36a83FB5Fe1793f06b436F4720F5DE4F9,"{""usd"":19715090.39714957,""base"":150892,""quote"":9857545}",91.6139,91.66
1301,bsc,pancakeswap,TRX,0x85EAC5Ac2F758618dFa09bDbe0cf174e7d574D5B,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xb5D108578Be3750209d1b3A8f45FFee8C5a75146,"{""usd"":5456148.979484549,""base"":53729085,""quote"":2728074}",0.06367,0.06367
1302,bsc,pancakeswap,WOM,0xAD6742A35fB341A9Cc6ad674738Dd8da98b94Fb1,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xe68D05418A8d7969D9CA6761ad46F449629d928c,"{""usd"":1246931.6205260851,""base"":5795208,""quote"":623466}",0.1939,0.1939
1303,polygon,mmfinance,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xb965c131f1C48d89B1760860b782D2aCDF87273b,"{""usd"":167695.736284,""base"":108108,""quote"":83848}",1.1982,1.19
1304,bsc,pancakeswap,XRPC,0x30c54D82564aeE6a56755F80AA4bbdF2e5093322,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x4314AC03C82629fCB65323F70000BD50CCBA11a1,"{""usd"":322963.1310170833,""base"":14718951,""quote"":630.59}",2.415e-05,0.007851
1305,arbitrum,oreoswap,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x9A8D82568cbe5CcABbFD7C6a44d00231aA547898,"{""usd"":131654.064588,""base"":52.9,""quote"":65827}",1626.6059,1626.6
1306,thundercore,laserswap,WTT,0x413cEFeA29F2d07B8F2acFA69d92466B9535f717,TT-USDT,0x4f3C8E20942461e2c3Bdd8311AC57B0c222f2b82,0xA192acF29aEBD0c94Cad757a695812Bf34d1e265,"{""usd"":70878,""base"":11252100,""quote"":35439}",0.004808,0.004808
1307,moonriver,solarbeam,WMOVR,0x98878B06940aE243284CA214f92Bb71a2b032B8A,USDC,0xE3F5a90F9cb311505cd691a46596599aA1A0AD7D,0xe537f70a8b62204832B8Ba91940B77d3f79AEb81,"{""usd"":2339478,""base"":187870,""quote"":1169739}",8.9632,8.96
1308,arbitrum,traderjoe,GMX,0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x5fbBEf48cE0850e5A73bC3F4a6e903458B3C0Af4,"{""usd"":510120,""base"":5576,""quote"":224.7}",0.04064,65.97
1309,avalanche,traderjoe,THOR,0x8F47416CaE600bccF9530E9F3aeaA06bdD1Caa79,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0x95189f25b4609120F72783E883640216E92732DA,"{""usd"":805159,""base"":1068248,""quote"":34930}",0.01673,0.3347
1310,ethereum,uniswap,LDO,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa3f558aebAecAf0e11cA4b2199cC5Ed341edfd74,"{""usd"":11002438,""base"":4481481,""quote"":4166}",0.001257,2.04
1311,fantom,knightswap,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xB733654453404AAb46d34E68fF24415F5f588C21,"{""usd"":269421.4899,""base"":621978,""quote"":134711}",0.5572,0.5572
1312,polygon,apeswap,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,DAI,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xd32f3139A214034A0f9777c87eE0a064c1FF6AE2,"{""usd"":1175936.320473301,""base"":757977,""quote"":587968}",1.1959,1.19
1313,bsc,biswap,GMT,0x3019BF2a2eF8040C242C9a4c5c4BD4C81678b2A1,USDT,0x55d398326f99059fF775485246999027B3197955,0xeC6158b246EED756f54505571ed29749929019Dd,"{""usd"":128688.3287834848,""base"":259389,""quote"":64344}",0.5133,0.5133
1314,arbitrum,camelot,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x1C31fB3359357f6436565cCb3E982Bc6Bf4189ae,"{""usd"":1035065.901998,""base"":575721,""quote"":517533}",1.0,1.0
1315,optimism,uniswap,vCRV,0x7161C3416E08AbAa5cd38E68D9A28E43a694e037,vUSD,0xC84Da6c8ec7A57cD10B939E79eaF9d2D17834E04,0x6e39aCC0Dd292a70D92c447ebCcB8728f4eD5FE4,"{""usd"":499410,""base"":635734,""quote"":162609}",1.0407,1.04
1316,avalanche,traderjoe,USDT.e,0xc7198437980c041c805A1EDcbA50c1Ce5db95118,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,0x761969787F55Cc9f6CCae3a46CA9f0108B160934,"{""usd"":67735,""base"":6444,""quote"":61291}",1.0001,1.0
1317,fantom,0xDc745E09fC459aDC295E2e7baACe881354dB7F64,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,FRAX,0xdc301622e621166BD8E82f2cA0A26c13Ad0BE355,0x173F3e43F0414F903620948F9d2094F9dbD92F15,"{""usd"":355494.9238037519,""base"":817416,""quote"":177747}",0.5591,0.5591
1318,metis,tethys,TETHYS,0x69fdb77064ec5c84FA2F21072973eB28441F43F3,Metis,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,0xc9b290FF37fA53272e9D71A0B13a444010aF4497,"{""usd"":334407,""base"":1759055,""quote"":9990}",0.008631,0.3175
1319,proofofmemes,pomswap,POMD,0x58843CB63012e7C2Ad643857977efD32147a3C23,WPOM,0xC84D8d03aA41EF941721A4D77b24bB44D7C7Ac55,0xb70Cac5bEb5ba74d6dB52d9995f53f3eBe753676,"{""usd"":79444,""base"":402835,""quote"":6325122}",14.1375,0.0639
1320,ethereum,uniswap,CUMINU,0xd6327ce1fb9D6020E8C2c0E124A1eC23DCAb7536,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7B412f141996411401f57E2Ba1bc2235Af807d4d,"{""usd"":245367,""base"":1639859265,""quote"":98.09}",1.398e-07,0.0002264
1321,ethereum,uniswap,PYR,0x430EF9263E76DAE63c84292C3409D61c598E9682,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe495BfA137B68a037b1f661Ed47a44B4FB2a6563,"{""usd"":112084,""base"":35732,""quote"":7.756}",0.002524,4.1
1322,bsc,pancakeswap,CATCOIN,0xA3a7f7ccc7b3f5BE5828f92cC33Cf5cAfb027443,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x67046EfD4BE6EF03bE2CB98Efb4160ab4D86D65C,"{""usd"":55611.13791110651,""base"":34712432,""quote"":108.17}",1.564e-06,0.0005078
1323,bsc,pancakeswap,TER,0xbCc8F0E375081257D2ef8Bf251Fc0538c32a73D8,USDT,0x55d398326f99059fF775485246999027B3197955,0x95C2778Ac64754608194a83CC226f1A4A6049dc8,"{""usd"":277665.53685938625,""base"":127390,""quote"":138833}",2.2667,2.26
1324,bsc,apeswap,NEAR,0x1Fa4a73a3F0133f0025378af00236f3aBDEE5D63,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xB75724635A6cDa850f08b578F23a568CeDba099D,"{""usd"":75145.84318599247,""base"":24933,""quote"":146.67}",0.007329,2.38
1325,polygon,sushiswap,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xE62Ec2e799305E0D367b0Cc3ee2CdA135bF89816,"{""usd"":521706.42875996896,""base"":15.47,""quote"":208.52}",14.1112,22926.17
1326,arbitrum,0x015e379Ce0Ff195228b3A9eBDFA13F9afC155Dd7,MAGIC,0x539bdE0d7Dbd336b79148AA742883198BBF60342,GFLY,0x872bAD41CFc8BA731f811fEa8B2d0b9fd6369585,0x088F2Bd3667F385427d9289C28725D43d4b74AB4,"{""usd"":930453.9279873205,""base"":986917,""quote"":217905}",0.2612,1.94
1327,arbitrum,kyberswap,GMX,0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x6cE912d22a9763226Ae90126edF2F53bdA429e2d,"{""usd"":142322.02393395026,""base"":2875.53,""quote"":56.79}",0.04137,67.63
1328,avalanche,kyberswap,sAVAX,0x2b2C81e08f1Af8835a78Bb2A90AE924ACE0eA4bE,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,0x53CFB104bF1cCDE49b7db7775d3213bF173A0e04,"{""usd"":463797,""base"":19817,""quote"":220055}",21.2637,21.26
1329,milkomedacardano,milkyswap,AVAX,0x65e66a61D0a8F1e686C2D6083ad611a10D84D97A,WADA,0xAE83571000aF4499798d1e3b0fA0070EB3A3E3F9,0x8D6a70271a09E646a55a6EDFa2c250d61e6ED4F8,"{""usd"":163365,""base"":7013,""quote"":302078}",51.2395,20.29
1330,telos,0x411172Dfcd5f68307656A1ff35520841C2F7fAec,WTLOS,0xD102cE6A4dB07D247fcc28F366A623Df0938CA9E,USDC,0x818ec0A7Fe18Ff94269904fCED6AE3DaE6d6dC0b,0x2a4E6ef568E4A696555a5491C0fE7CBcF998c1bb,"{""usd"":349356,""base"":1498859,""quote"":174678}",0.1578,0.1578
1331,acala,acala,ACA,aca,aUSD,ausd,aca-ausd,"{""usd"":542373,""base"":2392282,""quote"":463650}",0.2387,0.1302
1332,ethereum,uniswap,HT,0x6f259637dcD74C767781E37Bc6133cd6A68aa161,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x26cE49c08EE71afF0C43dB8F8B9bEa950b6cdC67,"{""usd"":161959,""base"":18009,""quote"":64.83}",0.003407,5.57
1333,ethereum,shibaswap,xFUND,0x892A6f9dF0147e5f079b0993F486F9acA3c87881,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x43A76C98CD94e309B0ab1757a42a51bcaA334ff5,"{""usd"":425338,""base"":188.6,""quote"":170.2}",0.8099,1315.69
1334,bsc,apeswap,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x1E1aFE9D9c5f290d8F6996dDB190bd111908A43D,"{""usd"":442954.3160610722,""base"":13.19,""quote"":864.59}",70.4585,22929.31
1335,bsc,pancakeswap,INVEST,0x853A8Ab1c365ea54719EB13A54d6B22F1fBe7FEb,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x2B43A6Cee2356Ccb5027C019c79FCed1A0E2D7Cf,"{""usd"":135034.48489818917,""base"":5823781,""quote"":263.72}",0.0001632,0.05292
1336,bsc,pancakeswap,1ART,0xD3c325848D7c6E29b574Cb0789998b2ff901f17E,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x3a8153CF396680d5eAF04a1F4DDE4540E3E32b2b,"{""usd"":288005.24351428455,""base"":13591972,""quote"":561.06}",4.573e-05,0.01488
1337,bsc,pancakeswap,BTSCRW,0x9D55F5a65C4E8A7563A668c12364eCC42c4481a6,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xCfEBb959C3f6397185E9bA78cAF7dA1eFD254d39,"{""usd"":51202.28072133249,""base"":9997138,""quote"":99.94}",8.781e-06,0.002889
1338,bsc,pancakeswap,MARU,0x08A84af1368Cd333073Ac5DfB2254208e06b3a70,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xEE8f63B573b385bc712845303528Fd5927dAB977,"{""usd"":413243.2274331633,""base"":29349135,""quote"":801.59}",9.559e-05,0.0311
1339,bsc,pancakeswap,REEF,0xF21768cCBC73Ea5B6fd3C687208a7c2def2d966e,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xd63b5CecB1f40d626307B92706Df357709D05827,"{""usd"":53830.64651106245,""base"":11591056,""quote"":105.1}",1.025e-05,0.003341
1340,polygon,quickswap,DATA,0x3a9A81d576d83FF21f26f325066054540720fC34,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x44eB80e54a22C740C919607599A3BC46750A3B71,"{""usd"":121357.65371,""base"":2613274,""quote"":60679}",0.04197,0.04197
1341,polygon,comethswap,MUST,0x9C78EE466D6Cb57A4d01Fd887D2b5dFb2D46288f,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x80676b414a905De269D0ac593322Af821b683B92,"{""usd"":82836.58090164018,""base"":4853.62,""quote"":53443}",9.5468,11.44
1342,arbitrum,kyberswap,agEUR,0xFA5Ed56A203466CbBC2430a43c66b9D8723528E7,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0xf9d234BAD87825AA8906826F0a68d4c5bbbb1461,"{""usd"":457036.282976,""base"":268949,""quote"":228518}",1.0813,1.08
1343,aurora,trisolaris,WBTC,0xF4eB217Ba2454613b15dBdea6e5f22276410e89e,NEAR,0xC42C30aC6Cc15faC9bD938618BcaA1a1FaE8501d,0xbc8A244e8fb683ec1Fd6f88F3cc6E565082174Eb,"{""usd"":209834,""base"":6.256,""quote"":69830}",9591.2362,22970.05
1344,klaytn,0x165e04633A90ef31fc25958fffbD15966eCfe929,WKLAY,0x8DfbB066e2881C85749cCe3d9ea5c7F1335b46aE,oETH,0x34d21b1e550D73cee41151c77F3c73359527a396,0x05ddE70EE0A8b73f765b6AEB8cA97cFf43241436,"{""usd"":55801,""base"":181507,""quote"":22.9}",0.0001259,0.206
1345,gnosischain,honeyswap,WXDAI,0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d,USDC,0xDDAfbb505ad214D7b80b1f830fcCc89B60fb7A83,0x01F4A4D82a4c1CF12EB2Dadc35fD87A14526cc79,"{""usd"":403782,""base"":201860,""quote"":201891}",1.0035,1.0
1346,telos,zappy,WTLOS,0xD102cE6A4dB07D247fcc28F366A623Df0938CA9E,USDC,0x818ec0A7Fe18Ff94269904fCED6AE3DaE6d6dC0b,0xeA96c8d2FFA10FFeF65a87C957C27114051336F4,"{""usd"":244937,""base"":1051493,""quote"":122469}",0.1574,0.1574
1347,ethereum,uniswap,CVX,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2E4784446A0a06dF3D1A040b03e1680Ee266c35a,"{""usd"":770382,""base"":237856,""quote"":35.4}",0.003762,6.11
1348,ethereum,uniswap,ERN,0xBBc2AE13b23d715c30720F079fcd9B4a74093505,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x570fEbDf89C07f256C75686CaCa215289bB11CFc,"{""usd"":2900336,""base"":837788,""quote"":1160}",0.001458,2.36
1349,ethereum,0x5F1dddbf348aC2fbe22a163e30F99F9ECE3DD50a,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x952FfC4c47D66b454a8181F5C68b6248E18b66Ec,"{""usd"":16333109,""base"":1057577,""quote"":15275236}",0.9996,0.9996
1350,bsc,pancakeswap,WOOP,0x8b303d5BbfBbf46F1a4d9741E491e06986894e18,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x2AE94A6C768D59f5DDc25bd7f12C7cBE1D51dc04,"{""usd"":346572.1949793095,""base"":6772891,""quote"":673.05}",8.065e-05,0.02624
1351,bsc,pancakeswap,WALBT,0x42f3008F6945f052C31e7680F7f78c512099b904,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xBFF97D9a0719EeB69b56e4d0Cd5a3C82F0Ffd7Df,"{""usd"":194955.61080653258,""base"":2258828,""quote"":380.75}",0.0001101,0.03584
1352,bsc,babyswap,BNX,0x8C851d1a123Ff703BD1f9dabe631b69902Df5f97,USDT,0x55d398326f99059fF775485246999027B3197955,0xefc5965BdeD22252F143C1c8dEE242CB61B4180B,"{""usd"":161136.57424817694,""base"":1231.17,""quote"":80568}",91.6454,91.64
1353,moonriver,sushiswap,WMOVR,0xf50225a84382c74CbdeA10b0c176f71fc3DE0C4d,ETH,0x639A647fbe20b6c8ac19E48E2de44ea792c62c5C,0xD4Ce5671b842573EDA99164971AFaA034245f4D8,"{""usd"":66802,""base"":5331,""quote"":26.75}",0.005443,8.93
1354,astar,arthswap,DOT,0xFFfFfFffFFfffFFfFFfFFFFFffFFFffffFfFFFfF,USDC,0x6a2d262D56735DbA19Dd70682B39F6bE9a931D98,0xF4119c3d9e65602bb34f2455644e45c98d29bB4b,"{""usd"":52279,""base"":5723,""quote"":26139}",6.6809,6.68
1355,oec,kswap,LTCK,0xfA520efC34C81bfC1E3DD48b7fE9fF326049f986,USDT,0x382bB369d343125BfB2117af9c149795C6C65C50,0xB996245431877d24c32Cf3b77d49c70a4BEA599C,"{""usd"":111034.64954211748,""base"":758.37,""quote"":55517}",96.3848,96.38
1356,bsc,biswap,AVAX,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x2f3899fFB9FdCf635132F7bb94c1a3A0F906cc6f,"{""usd"":330804.4000483537,""base"":14412,""quote"":647.05}",0.06159,20.03
